Title,Authors,Published,Summary,Link
Markov Diagrams for Some Non-Markovian Systems,"Kathleen Carroll, Karl Petersen",2015-04-15T18:47:41Z,"Markov diagrams provide a way to understand the structures of topological dynamical systems. We examine the construction of such diagrams for subshifts, including some which do not have any nontrivial Markovian part, in particular Sturmian systems and some substitution systems.",http://arxiv.org/abs/1504.03988v1
Gradient like Morse-Smale dynamical systems on 4-manifolds,Alexander O. Prishlyak,1999-04-02T15:49:39Z,The complete invariant for gradient like Morse-Smale dynamical systems (vector fields and diffeomorphisms) on closed 4-manifolds are constructed. It is same as Kirby diagram in a case of polar vector field without fixed points of index 3.,http://arxiv.org/abs/math/9904009v1
Novikov-Morse theory for dynamical systems,"Huijun Fan, Juergen Jost",2000-10-30T14:56:49Z,The present paper contains an interpretation and generalization of Novikov's theory of Morse type inequalities for 1-forms in terms of Conley's theory for dynamical systems.,http://arxiv.org/abs/math/0010295v1
First problem of globalization in the theory of dynamical systems   admitting the normal shift of hypersurfaces,Ruslan Sharipov,2001-01-18T09:25:44Z,Formula for the force field of Newtonian dynamical systems admitting the normal shift of hypersurfaces in Riemannian manifolds is considered. Problem of globalization for geometric structures associated with this formula is studied.,http://arxiv.org/abs/math/0101150v1
Partial differentiability of invariant splittings,"Charles Pugh, Michael Shub, Amie Wilkinson",2002-10-15T19:39:40Z,"A key feature of a general nonlinear partially hyperbolic dynamical system is the absence of differentiability of its invariant splitting. In this paper, we show that often partial derivatives of the splitting exist and the splitting depends smoothly on the dynamical system itself.",http://arxiv.org/abs/math/0210220v1
Examples of quasi-hyperbolic dynamical systems with slow decay of   correlations,Stephane Le Borgne,2005-06-23T12:20:31Z,"We give examples of quasi-hyperbolic dynamical systems with the following properties : polynomial decay of correlations, convergence in law toward a non gaussian law of the ergodic sums (divided by $n^{3/4}$) associated to non degenerated regular functions.",http://arxiv.org/abs/math/0506474v1
On Dynamical Systems With Slow Recurrence Time,I. Shkredov,2005-07-17T13:58:15Z,"Using a result of Behrend concerning sets without arithmetic progressions, we construct some examples of dynamical systems with slow time of multiple recurrence. Our theorem is a quatitative analog of Furstenberg's Correspondence Principle.",http://arxiv.org/abs/math/0507345v1
On Periodic Dynamical Systems,"wenlian Lu, Tianping Chen",2006-10-30T12:44:02Z,"In this paper, we investigate the existence and the global stability of periodic solution for dynamical systems with periodic interconnections, inputs and self-inhibitions. The model is very general, the conditions are quite weak and the results obtained are universal.",http://arxiv.org/abs/math/0610926v1
Dynamical systems where time is a quantum group and quantum ergodicity,S. V. Kozyrev,2003-01-25T07:43:05Z,"We define dynamical systems where time is a quantum group. We give the definition of quantum ergodicity for the introduced dynamical system with noncommutative (or quantum) time, and discuss the examples.",http://arxiv.org/abs/math-ph/0301032v1
On one polynomial $p$-adic dynamical system,"Farrukh Mukhamedov, Utkir Rozikov",2007-12-25T06:17:25Z,In the paper we describe basin of attraction and the Siegel discs of the $p$-adic dynamical system $f(x)=x^{2n+1}+ax^{n+1}$ over complex $p$-adic field.,http://arxiv.org/abs/0712.4049v1
Dynamic Physical Systems: Energy Balances and Stability Issues,M. De la Sen,2008-03-26T13:36:33Z,"This paper discusses some links properties of operators with the well- known physical concepts of hyperstability, passivity, energy dissipativeness and conservativeness with positive realness properties of the transfer functions in linear dynamic systems.",http://arxiv.org/abs/0803.3726v1
Analytic multiplicative cocycles over holomorphic dynamical systems,Tien-Cuong Dinh,2008-05-17T15:49:35Z,We prove some properties of analytic multiplicative and sub-multiplicative cocycles. The results allow to construct natural invariant analytic sets associated to complex dynamical systems.,http://arxiv.org/abs/0805.2682v1
Pre-image Variational Principle for Bundle Random Dynamical Systems,"Xianfeng Ma, Ercai Chen",2009-09-14T15:23:56Z,The pre-image topological pressure is defined for bundle random dynamical systems. A variational principle for it has also been given.,http://arxiv.org/abs/0909.2571v1
"Entropy, Lyapunov exponents and the volume growth of boundary distortion   under the action of dynamical systems","B. M. Gurevich, S. A. Komech",2012-04-01T20:49:19Z,We study the connection between the Lyapunov exponents and the volume growth of boundary distortion of regions in the phase space of the dynamical system.,http://arxiv.org/abs/1204.0264v1
Stochastic Properties of Dynamical Systems Arising from (quantum) Spaces   and Actions of Groups,Nikolaj M. Glazunov,2013-03-31T08:18:45Z,"We review novel results and investigate actions and transformations of groups and semigroups on (quantum) spaces, present dynamical systems and zeta functions arising from these spaces, actions and transformations, discuss their stochastic properties.",http://arxiv.org/abs/1304.0161v1
Law Of Large Numbers For Random Dynamical Systems,"K. Horbacz, M. Ślęczka",2013-04-25T10:28:46Z,We cosider random dynamical systems with randomly chosen jumps. The choice of deterministic dynamical system and jumps depends on a position. We proove the existence of an exponentially attractive invariant measure and the strong law of large numbers.,http://arxiv.org/abs/1304.6863v1
Dani's Work on Dynamical Systems on Homogeneous Spaces,Dave Witte Morris,2013-07-25T23:25:03Z,"In honor of S.G.Dani's 65th birthday, we describe some of his many contributions to the theory and applications of dynamical systems on homogeneous spaces, with emphasis on unipotent flows.",http://arxiv.org/abs/1307.6893v1
On scaling entropy sequence of dynamical system,P. B. Zatitskiy,2014-09-22T10:15:35Z,"We present a series of statements about scaling entropy, a metric invariant of dynamical systems proposed by A. M. Vershik in the late 90's. We show that it is a metric invariant indeed and calculate it in several special cases.",http://arxiv.org/abs/1409.6134v1
The Artin-Mazur zeta functions of certain non-Archimedean dynamical   systems,Junghun Lee,2015-05-16T06:36:33Z,"In this paper, we will prove the rationality of the Artin-Mazur zeta functions of some non-Archimedean dynamical systems.",http://arxiv.org/abs/1505.04249v2
$J$-Stability of immediately expanding rational maps in non-Archimedean   dynamical systems,Junghun Lee,2015-05-16T06:43:02Z,"The aim of this paper is to show $J$-stability of immediately expanding rational maps over an algebraically closed, complete, and non-Archimedean field, which is an analogue of R. Man\~e, P. Sad, and D. Sullivan's theorem of $J$-stability in complex dynamical systems.",http://arxiv.org/abs/1505.04250v1
Dynamical Systems Analysis of Various Dark Energy Models,Nandan Roy,2015-11-25T07:30:47Z,"In this thesis, we used dynamical systems analysis to find the qualitative behaviour of some dark energy models. Specifically, dynamical systems analysis of quintessence scalar field models, chameleon scalar field models and holographic models of dark energy are discussed in this thesis.",http://arxiv.org/abs/1511.07978v1
Li-Yorke pairs of full Hausdorff dimension for some chaotic dynamical   systems,Jörg Neunhäuserer,2018-07-12T10:28:25Z,We show that for some simple classical chaotic dynamical systems the set of Li-Yorke pairs has full Hausdorff dimension on invariant sets.,http://arxiv.org/abs/1807.04523v1
Number theoretical peculiarities in the dimension theory of dynamical   systems,Jörg Neunhäuserer,2018-07-12T20:25:14Z,We show that dimensional theoretical properties of dynamical systems can considerably change because of number theoretical peculiarities of some parameter values,http://arxiv.org/abs/1807.04809v1
Minimality of $5$-adic polynomial dynamical systems,"Donggyun Kim, Youngwoo Kwon, Kyunghwan Song",2018-09-05T07:44:02Z,We characterize the dynamical systems consisting of the set of 5-adic integers and polynomial maps which consist of only one minimal component.,http://arxiv.org/abs/1809.01363v1
Artificial Intelligence for Dynamical Systems in Wireless   Communications: Modeling for the Future,"Harun Siljak, Irene Macaluso, Nicola Marchetti",2019-01-09T10:27:11Z,"Dynamical systems are no strangers in wireless communications. Our story will necessarily involve chaos, but not in the terms secure chaotic communications have introduced it: we will look for the chaos, complexity and dynamics that already exist in everyday wireless communications. We present a short overview of dynamical systems and chaos before focusing on the applications of dynamical systems theory to wireless communications in the past 30 years, ranging from the modeling on the physical layer to different kinds of self-similar traffic encountered all the way up to the network layer. The examples of past research and its implications are grouped and mapped onto the media layers of ISO OSI model to show just how ubiquitous dynamical systems theory can be and to trace the paths that may be taken now. When considering the future paths, we argue that the time has come for us to revive the interest in dynamical systems for wireless communications. It did not happen already because of the big question: can we afford observing systems of our interest as dynamical systems and what are the trade-offs? The answers to these questions are dynamical systems of its own: they change not only with the modeling context, but also with time. In the current moment the available resources allow such approach and the current demands ask for it. Reservoir computing, the major player in dynamical systems-related learning originated in wireless communications, and to wireless communications it should return.",http://arxiv.org/abs/1901.02661v2
Topological conjugacy for unimodal nonautonomous discrete dynamical   systems,Ermerson Araujo,2020-06-03T20:49:36Z,"The goal of this article is to study how combinatorial equivalence implies topological conjugacy. For that, we introduce the concept of kneading sequences for nonautonomous discrete dynamical systems and show that these sequences are a complete invariant for topological conjugacy classes.",http://arxiv.org/abs/2006.02520v1
